household_id,household_size,num_adults,num_children,home_ownership,house_type,income_bracket,square_footage,num_bedrooms,num_bathrooms,house_age_years,insulation_quality,num_floors,has_basement,heating_type,cooling_type,thermostat_setting_winter,thermostat_setting_summer,climate_zone,num_refrigerators,has_dishwasher,has_washer_dryer,has_electric_water_heater,has_pool,has_spa_hot_tub,num_tvs,num_computers,has_smart_thermostat,has_led_lighting,has_energy_star_appliances,has_solar_panels,energy_audit_done,avg_daily_hours_home,works_from_home,electric_vehicle_count,peak_usage_time,monthly_kwh_consumption,high_consumption
HH_00012673,6,6,0,Own,Townhouse,$75k-$120k,3027.0,6,4.199999999999999,74,Poor,1,No,Gas,None,67.0,69,Moderate,1,Yes,Yes,Yes,Yes,No,4,1,No,Yes,No,No,Yes,10.0,Yes,0,Evening,4804.0,Yes
HH_00012674,3,3,0,Rent,Apartment,$40k-$75k,2106.0,3,2.0999999999999996,17,Fair,1,Yes,Electric,Window Units,70.0,73,Mixed,1,Yes,Yes,Yes,No,No,7,3,Yes,No,Yes,No,Yes,19.0,No,0,Morning,3104.0,Yes
HH_00012675,2,1,1,Own,Single Family,<$40k,1319.0,2,2.4,58,Excellent,2,No,Oil,Central AC,66.0,71,Mixed,1,Yes,Yes,No,Yes,No,7,2,No,No,No,No,No,20.0,No,0,Evening,2745.0,No
HH_00012676,1,1,0,Rent,Single Family,$40k-$75k,1338.0,2,1.4,9,Good,1,Yes,Gas,Window Units,74.0,74,Cold,2,Yes,Yes,No,No,No,1,1,No,Yes,No,No,No,12.0,No,0,Night,1679.0,No
HH_00012677,3,3,0,Own,Apartment,$40k-$75k,1440.0,3,2.0999999999999996,10,Good,2,No,Electric,Central AC,73.0,76,Hot,2,No,Yes,Yes,No,No,2,1,No,Yes,No,No,No,18.0,Yes,0,Evening,3236.0,Yes
HH_00012678,2,2,0,Rent,Apartment,$75k-$120k,1515.0,2,2.4,46,Poor,2,No,Gas,Central AC,66.0,77,Moderate,1,Yes,Yes,Yes,No,No,6,5,Yes,No,No,No,No,,Yes,0,Evening,2935.0,No
HH_00012679,5,5,0,Own,Single Family,$120k+,3155.0,6,4.199999999999999,30,Poor,2,No,Electric,Central AC,69.0,73,Cold,1,Yes,Yes,Yes,No,No,4,3,No,Yes,No,No,No,7.0,No,1,Night,5000.0,Yes
HH_00012680,5,5,0,Rent,Single Family,$75k-$120k,3056.0,6,4.199999999999999,15,Fair,1,Yes,Gas,Central AC,70.0,70,Cold,1,Yes,Yes,Yes,No,No,2,4,Yes,No,No,No,No,16.0,No,0,Morning,4293.0,Yes
HH_00012681,3,3,0,Rent,Single Family,$40k-$75k,1526.0,3,3.0999999999999996,1,Poor,2,No,Heat Pump,Central AC,70.0,75,Hot,1,Yes,Yes,No,No,No,1,1,Yes,Yes,Yes,No,Yes,20.0,No,0,Morning,3123.0,Yes
HH_00012682,2,2,0,Own,Single Family,$75k-$120k,1683.0,1,1.7,1,Fair,2,No,Electric,Heat Pump,66.0,70,Hot,1,Yes,Yes,No,No,No,4,4,Yes,Yes,Yes,No,No,16.0,Yes,0,Evening,2972.0,No
HH_00012683,4,2,2,Own,Apartment,<$40k,1988.0,5,4.5,7,Good,1,Yes,Electric,Central AC,69.0,75,Moderate,1,Yes,Yes,Yes,No,No,5,1,No,Yes,No,No,No,17.0,No,0,Afternoon,3184.0,Yes
HH_00012684,3,2,1,Own,Single Family,<$40k,1759.0,4,3.8,1,Fair,1,Yes,Electric,Central AC,73.0,74,Moderate,1,Yes,Yes,Yes,No,No,1,2,Yes,Yes,No,No,No,10.0,No,2,Afternoon,3706.0,Yes
HH_00012685,2,2,0,Own,Condo,$40k-$75k,1485.0,3,2.0999999999999996,21,Poor,2,No,Gas,Central AC,66.0,77,Moderate,1,Yes,Yes,No,No,No,3,6,No,Yes,No,No,No,12.0,Yes,0,Night,2435.0,No
HH_00012686,2,2,0,Rent,Single Family,$75k-$120k,1499.0,2,1.4,98,Excellent,2,Yes,Electric,Central AC,68.0,74,Moderate,1,No,Yes,Yes,No,No,5,1,No,No,No,No,No,13.0,No,1,Morning,2980.0,No
HH_00012687,1,1,0,Own,Apartment,$40k-$75k,1245.0,2,2.4,12,Good,2,No,Gas,Central AC,74.0,72,Mixed,1,No,Yes,No,No,No,5,2,No,Yes,No,No,No,10.0,No,1,Afternoon,2008.0,No
HH_00012688,2,2,0,Rent,Single Family,$40k-$75k,1228.0,2,1.4,24,Fair,2,No,Gas,Central AC,75.0,72,Cold,1,Yes,Yes,No,No,No,3,2,Yes,No,Yes,No,No,14.0,No,1,Night,2515.0,No
HH_00012689,2,2,0,Own,Single Family,<$40k,1632.0,1,1.0,15,Good,2,Yes,Electric,Central AC,70.0,75,Moderate,1,Yes,Yes,Yes,No,Yes,2,3,No,Yes,Yes,No,No,9.0,No,0,Night,2543.0,No
HH_00012690,3,3,0,Own,Condo,$120k+,2400.0,3,2.0999999999999996,10,Fair,2,Yes,Electric,Central AC,73.0,74,Mixed,1,Yes,Yes,No,Yes,No,3,4,Yes,Yes,Yes,No,No,7.0,No,0,Afternoon,3626.0,Yes
HH_00012691,1,1,0,Rent,Single Family,<$40k,1273.0,1,1.7,29,Excellent,1,Yes,Gas,Central AC,71.0,75,Cold,1,No,Yes,Yes,No,No,4,1,Yes,No,No,No,No,17.0,No,0,Night,2005.0,No
HH_00012692,2,1,1,Own,Single Family,$40k-$75k,1750.0,2,1.4,11,Good,2,No,Electric,Window Units,71.0,72,Cold,1,Yes,Yes,No,No,No,2,0,No,No,No,No,No,9.0,No,0,Night,2381.0,No
HH_00012693,3,3,0,Own,Apartment,$40k-$75k,1967.0,3,3.0999999999999996,48,Good,1,No,Gas,Central AC,73.0,70,Hot,1,Yes,Yes,Yes,No,No,3,2,No,No,Yes,Yes,No,16.0,No,0,Morning,3103.0,Yes
HH_00012694,4,4,0,Rent,Apartment,$75k-$120k,2637.0,4,3.8,14,Good,2,Yes,Electric,Window Units,68.0,75,Moderate,1,Yes,Yes,Yes,No,No,3,2,Yes,No,Yes,No,No,15.0,No,2,Morning,4036.0,Yes
HH_00012695,3,3,0,Rent,Apartment,<$40k,1698.0,2,2.4,46,Poor,2,Yes,Oil,Heat Pump,60.0,75,Cold,1,No,Yes,Yes,No,No,2,1,No,No,Yes,No,No,17.0,Yes,0,Evening,3301.0,Yes
HH_00012696,2,2,0,Rent,Apartment,$40k-$75k,1641.0,1,1.0,22,Good,1,Yes,Gas,Central AC,69.0,76,Cold,2,Yes,Yes,No,No,No,2,5,No,No,No,No,No,19.0,No,0,Evening,2515.0,No
HH_00012697,5,4,1,Own,Apartment,$75k-$120k,3059.0,6,4.199999999999999,19,Good,2,No,Electric,Central AC,66.0,70,Cold,1,Yes,Yes,Yes,No,No,2,5,Yes,No,No,No,Yes,17.0,No,0,Morning,4483.0,Yes
HH_00012698,1,1,0,Own,Single Family,$40k-$75k,1082.0,2,2.4,10,Good,1,Yes,Oil,Central AC,68.0,77,Moderate,1,No,Yes,No,No,No,2,0,Yes,Yes,Yes,No,No,,No,1,Evening,1982.0,No
HH_00012699,3,3,0,Own,Single Family,<$40k,1995.0,4,3.8,24,Poor,2,No,Other,None,71.0,72,Cold,1,Yes,Yes,Yes,No,No,2,0,Yes,Yes,No,No,Yes,17.0,Yes,0,Morning,3114.0,Yes
HH_00012700,3,2,1,Rent,Apartment,$40k-$75k,2083.0,3,3.0999999999999996,7,Poor,2,No,Gas,Central AC,69.0,70,Hot,1,No,No,Yes,No,No,1,3,No,No,No,No,No,17.0,No,0,Afternoon,3389.0,Yes
HH_00012701,1,1,0,Rent,Apartment,$40k-$75k,1628.0,1,1.0,14,Excellent,2,No,Gas,Central AC,72.0,78,Moderate,1,Yes,Yes,No,No,No,4,3,No,No,Yes,No,Yes,17.0,No,0,Evening,1812.0,No
HH_00012702,1,1,0,Own,Single Family,$75k-$120k,1391.0,1,1.7,46,Poor,2,No,Electric,Central AC,74.0,72,Cold,1,Yes,Yes,Yes,Yes,No,2,5,Yes,No,No,Yes,No,14.0,No,0,Night,3572.0,Yes
HH_00012703,2,1,1,Own,Single Family,$120k+,,1,1.0,43,Fair,2,Yes,Oil,Central AC,75.0,74,Moderate,1,No,Yes,Yes,No,No,4,2,Yes,Yes,Yes,No,No,12.0,No,1,Night,2736.0,No
HH_00012704,1,1,0,Own,Apartment,<$40k,1402.0,2,2.4,29,Excellent,1,Yes,Heat Pump,Central AC,66.0,69,Hot,1,Yes,Yes,No,No,No,4,2,Yes,Yes,Yes,No,No,6.0,Yes,0,Evening,2165.0,No
HH_00012705,2,2,0,Rent,Single Family,$120k+,1463.0,2,1.4,13,Good,2,Yes,Gas,Window Units,69.0,75,Hot,1,Yes,Yes,No,Yes,No,3,5,No,No,No,No,Yes,10.0,No,2,Evening,3043.0,Yes
HH_00012706,4,4,0,Rent,Apartment,<$40k,2343.0,5,4.5,51,Good,3,No,Gas,Heat Pump,68.0,74,Moderate,1,Yes,No,Yes,No,No,4,1,No,No,Yes,No,No,18.0,No,0,Evening,3161.0,Yes
HH_00012707,3,2,1,Own,Single Family,$120k+,1770.0,3,3.0999999999999996,14,Good,3,No,Electric,Central AC,74.0,75,Hot,2,Yes,Yes,No,No,No,2,2,No,No,No,No,No,22.0,No,0,Morning,3142.0,Yes
HH_00012708,3,2,1,Own,Apartment,<$40k,2074.0,2,1.4,19,Excellent,2,No,Electric,Central AC,66.0,74,Cold,1,No,Yes,Yes,No,No,4,1,Yes,Yes,Yes,No,No,18.0,No,0,Evening,3520.0,Yes
HH_00012709,4,4,0,Rent,Single Family,$40k-$75k,2002.0,3,2.0999999999999996,24,Poor,2,Yes,Electric,Central AC,71.0,77,Cold,1,Yes,Yes,Yes,Yes,No,2,1,Yes,Yes,Yes,Yes,No,13.0,No,0,Afternoon,4103.0,Yes
HH_00012710,5,5,0,Rent,Single Family,$40k-$75k,2883.0,5,3.5,12,Good,2,No,Electric,Central AC,71.0,69,Moderate,2,Yes,Yes,No,No,No,2,3,No,No,Yes,No,No,11.0,No,1,Evening,4242.0,Yes
HH_00012711,1,1,0,Own,Apartment,$40k-$75k,609.0,2,1.4,8,Good,2,Yes,Oil,Central AC,68.0,72,Moderate,1,Yes,Yes,Yes,No,No,4,0,Yes,No,Yes,Yes,No,12.0,No,0,Evening,1428.0,No
HH_00012712,3,2,1,Own,Single Family,$40k-$75k,2000.0,4,3.8,17,Fair,2,Yes,Gas,Window Units,69.0,76,Hot,1,Yes,Yes,No,No,No,2,3,No,No,No,No,Yes,14.0,No,2,Night,3318.0,Yes
HH_00012713,3,3,0,Own,Apartment,$75k-$120k,1826.0,4,2.8,3,Good,2,No,Oil,Window Units,65.0,73,Cold,1,Yes,Yes,Yes,Yes,No,2,4,Yes,No,No,No,No,15.0,Yes,1,Night,3731.0,Yes
HH_00012714,2,1,1,Own,Single Family,<$40k,1653.0,1,1.7,36,Excellent,3,Yes,Electric,Central AC,69.0,69,Mixed,1,Yes,No,No,No,No,2,1,No,Yes,Yes,No,No,11.0,Yes,1,Evening,2663.0,No
HH_00012715,1,1,0,Own,Single Family,$120k+,1206.0,2,2.4,9,Fair,2,No,Electric,Central AC,71.0,68,Cold,1,Yes,Yes,No,No,No,2,1,No,Yes,Yes,No,No,10.0,No,0,Night,2274.0,No
HH_00012716,3,3,0,Own,Single Family,$75k-$120k,1884.0,4,3.8,14,Good,2,No,Electric,None,65.0,71,Mixed,1,Yes,Yes,No,No,No,1,1,No,No,Yes,No,No,11.0,No,2,Night,3250.0,Yes
HH_00012717,5,5,0,Own,Single Family,$40k-$75k,3312.0,6,4.199999999999999,8,Fair,2,No,Gas,None,72.0,70,Cold,1,Yes,Yes,Yes,No,No,2,3,No,Yes,No,No,No,16.0,No,0,Afternoon,4032.0,Yes
HH_00012718,4,2,2,Own,Townhouse,<$40k,2662.0,4,3.8,9,Fair,1,No,Electric,None,66.0,77,Mixed,2,Yes,Yes,Yes,No,No,9,1,No,No,No,No,No,14.0,No,0,Evening,3446.0,Yes
HH_00012719,1,1,0,Own,Townhouse,<$40k,1007.0,1,1.0,4,Excellent,1,Yes,Heat Pump,Central AC,71.0,80,Moderate,2,Yes,Yes,Yes,No,No,8,2,No,Yes,No,No,No,16.0,No,0,Evening,1719.0,No
HH_00012720,1,1,0,Own,Condo,$40k-$75k,,1,1.7,28,Good,2,No,Oil,Central AC,70.0,73,Cold,2,Yes,Yes,Yes,Yes,No,3,2,No,Yes,No,No,No,15.0,No,1,Morning,3256.0,Yes
HH_00012721,4,2,2,Own,Townhouse,$120k+,2301.0,5,3.5,1,Fair,2,No,Other,Heat Pump,69.0,78,Hot,2,Yes,Yes,No,No,No,4,4,No,No,No,No,Yes,12.0,No,1,Night,3440.0,Yes
HH_00012722,2,2,0,Own,Apartment,<$40k,1800.0,2,1.4,33,Good,2,No,Gas,Heat Pump,70.0,72,Hot,1,Yes,Yes,No,No,No,4,5,Yes,Yes,Yes,No,No,19.0,Yes,0,Evening,2277.0,No
HH_00012723,4,3,1,Own,Apartment,$40k-$75k,2623.0,3,2.0999999999999996,15,Excellent,1,Yes,Electric,None,68.0,74,Hot,1,Yes,Yes,Yes,No,Yes,1,1,Yes,Yes,No,Yes,Yes,7.0,No,0,Evening,3457.0,Yes
HH_00012724,2,2,0,Own,Townhouse,$120k+,1673.0,1,1.7,9,Excellent,3,No,Gas,Central AC,72.0,72,Hot,1,Yes,Yes,Yes,No,No,2,3,No,Yes,Yes,No,No,18.0,No,0,Evening,2684.0,No
HH_00012725,2,1,1,Rent,Condo,<$40k,1547.0,3,2.0999999999999996,4,Fair,1,Yes,Electric,Central AC,,74,Cold,1,No,Yes,No,No,No,1,2,Yes,Yes,No,No,Yes,22.0,Yes,0,Night,2981.0,No
HH_00012726,5,5,0,Rent,Single Family,$120k+,2772.0,5,3.5,11,Fair,2,No,Electric,None,65.0,74,Mixed,1,No,Yes,Yes,No,No,6,8,No,Yes,Yes,No,No,9.0,No,1,Night,4152.0,Yes
HH_00012727,1,1,0,Own,Townhouse,$120k+,1450.0,1,1.0,41,Fair,2,No,Electric,Central AC,75.0,70,Hot,2,Yes,Yes,Yes,No,No,4,5,Yes,Yes,No,No,No,,No,0,Evening,3051.0,Yes
HH_00012728,3,2,1,Own,Condo,$40k-$75k,1784.0,3,3.0999999999999996,15,Good,1,Yes,Oil,Central AC,67.0,74,Mixed,1,Yes,Yes,No,No,No,2,3,Yes,Yes,No,No,No,17.0,No,0,Afternoon,2375.0,No
HH_00012729,3,3,0,Rent,Single Family,$40k-$75k,1623.0,3,3.0999999999999996,11,Fair,1,Yes,Heat Pump,Central AC,68.0,72,Hot,1,Yes,Yes,No,No,No,1,4,No,Yes,Yes,No,No,11.0,Yes,0,Night,3055.0,Yes
HH_00012730,2,2,0,Rent,Townhouse,$40k-$75k,1664.0,2,2.4,47,Good,2,Yes,Gas,Central AC,67.0,73,Cold,2,Yes,Yes,Yes,No,No,2,2,No,Yes,Yes,No,Yes,20.0,No,0,Evening,2877.0,No
HH_00012731,1,1,0,Own,Apartment,$120k+,1710.0,1,1.0,14,Fair,1,Yes,Gas,Central AC,63.0,72,Hot,1,Yes,Yes,Yes,Yes,Yes,2,4,No,No,No,No,No,13.0,Yes,1,Afternoon,3624.0,Yes
HH_00012732,3,3,0,Own,Single Family,<$40k,1703.0,4,2.8,7,Excellent,2,Yes,Oil,None,66.0,70,Moderate,1,Yes,Yes,No,No,No,6,3,Yes,Yes,No,No,No,14.0,No,2,Evening,2510.0,No
HH_00012733,4,3,1,Own,Apartment,$75k-$120k,2050.0,5,4.5,4,Excellent,1,No,Gas,Window Units,73.0,68,Cold,1,No,Yes,Yes,No,No,2,0,No,No,Yes,No,Yes,14.0,No,0,Evening,3054.0,Yes
HH_00012734,1,1,0,Rent,Apartment,$40k-$75k,1161.0,1,1.0,1,Excellent,1,Yes,Heat Pump,Heat Pump,71.0,72,Cold,1,Yes,Yes,Yes,No,No,2,5,Yes,Yes,Yes,No,No,15.0,Yes,0,Evening,1955.0,No
HH_00012735,3,3,0,Own,Apartment,$40k-$75k,2173.0,2,2.4,39,Fair,1,Yes,Gas,Central AC,63.0,69,Hot,1,Yes,Yes,Yes,No,No,6,3,No,No,No,No,Yes,9.0,No,0,Evening,3419.0,Yes
HH_00012736,1,1,0,Rent,Townhouse,$40k-$75k,923.0,2,1.4,100,Fair,1,No,Electric,Window Units,68.0,77,Cold,2,No,Yes,No,No,No,7,3,Yes,No,No,No,No,11.0,Yes,0,Night,2539.0,No
HH_00012737,2,1,1,Rent,Apartment,<$40k,1318.0,3,3.0999999999999996,6,Good,1,No,Other,Window Units,66.0,71,Mixed,1,Yes,Yes,Yes,No,No,4,1,No,Yes,Yes,No,Yes,14.0,No,1,Evening,1861.0,No
HH_00012738,3,3,0,Rent,Apartment,$40k-$75k,1706.0,2,2.4,18,Good,3,No,Gas,Central AC,68.0,72,Moderate,1,Yes,Yes,No,No,No,3,2,No,Yes,Yes,No,Yes,17.0,Yes,0,Evening,2462.0,No
HH_00012739,2,2,0,Own,Townhouse,$75k-$120k,979.0,1,1.0,75,Fair,2,No,Gas,Window Units,66.0,74,Moderate,1,Yes,Yes,No,No,No,2,5,No,Yes,No,No,No,14.0,No,0,Night,1738.0,No
HH_00012740,3,3,0,Own,Single Family,<$40k,1489.0,2,1.4,10,Excellent,2,No,Other,Central AC,72.0,80,Moderate,2,Yes,Yes,Yes,No,No,4,2,No,No,Yes,No,No,12.0,No,0,Evening,2510.0,No
HH_00012741,3,3,0,Own,Single Family,<$40k,1833.0,4,3.8,8,Fair,3,No,Electric,Heat Pump,70.0,75,Moderate,1,Yes,Yes,No,No,No,5,1,No,Yes,No,No,No,12.0,No,0,Afternoon,2590.0,No
HH_00012742,3,3,0,Own,Single Family,<$40k,2088.0,2,1.4,9,Fair,2,No,Gas,Window Units,70.0,74,Moderate,1,No,Yes,Yes,No,No,5,2,No,Yes,No,No,No,16.0,No,1,Night,2859.0,No
HH_00012743,4,4,0,Rent,Single Family,$40k-$75k,2479.0,5,3.5,25,Excellent,3,Yes,Electric,Central AC,71.0,69,Moderate,1,Yes,Yes,Yes,No,No,3,3,Yes,Yes,Yes,No,No,11.0,No,0,Evening,3629.0,Yes
HH_00012744,2,2,0,Own,Condo,$75k-$120k,1381.0,3,2.0999999999999996,9,Fair,3,No,Electric,None,69.0,75,Mixed,1,No,Yes,No,No,No,3,4,No,No,No,No,Yes,13.0,No,0,Morning,2323.0,No
HH_00012745,3,3,0,Rent,Single Family,$75k-$120k,1870.0,2,2.4,25,Fair,2,Yes,Electric,Central AC,66.0,70,Cold,1,Yes,Yes,No,No,No,5,2,No,Yes,No,No,No,13.0,No,2,Night,3984.0,Yes
HH_00012746,1,1,0,Rent,Single Family,$40k-$75k,1217.0,1,1.0,9,Fair,2,No,Electric,Central AC,69.0,79,Cold,1,Yes,Yes,Yes,No,No,6,1,Yes,Yes,No,No,No,20.0,No,0,Afternoon,2650.0,No
HH_00012747,1,1,0,Own,Townhouse,<$40k,1713.0,2,2.4,16,Excellent,2,Yes,Gas,Central AC,75.0,73,Moderate,2,No,Yes,Yes,No,No,6,5,No,Yes,No,No,Yes,16.0,No,0,Evening,1927.0,No
HH_00012748,2,2,0,Rent,Townhouse,$40k-$75k,1831.0,1,1.7,21,Excellent,2,Yes,Electric,Central AC,71.0,78,Hot,1,Yes,Yes,Yes,No,No,4,1,No,No,No,No,Yes,15.0,No,0,Night,3175.0,Yes
HH_00012749,4,4,0,Own,Apartment,$120k+,1315.0,3,3.0999999999999996,7,Fair,2,No,Oil,Central AC,69.0,68,Cold,1,Yes,No,Yes,No,No,1,3,Yes,Yes,No,No,No,15.0,Yes,0,Evening,3204.0,Yes
HH_00012750,4,4,0,Own,Single Family,$75k-$120k,1955.0,5,4.5,22,Fair,1,Yes,Electric,Central AC,70.0,70,Cold,1,Yes,No,Yes,No,No,1,1,Yes,Yes,Yes,No,Yes,9.0,No,0,Evening,3742.0,Yes
HH_00012751,1,1,0,Rent,Apartment,$40k-$75k,1221.0,2,2.4,2,Good,1,No,Gas,None,66.0,79,Hot,1,Yes,Yes,Yes,No,No,4,0,No,Yes,No,No,No,16.0,No,1,Evening,2244.0,No
HH_00012752,1,1,0,Rent,Single Family,$75k-$120k,1384.0,1,1.0,22,Fair,2,Yes,Electric,Central AC,70.0,72,Cold,1,Yes,Yes,Yes,No,No,5,2,No,Yes,Yes,No,No,22.0,No,0,Morning,2813.0,No
HH_00012753,6,6,0,Rent,Single Family,$120k+,3391.0,6,5.0,33,Good,2,No,Gas,Central AC,65.0,71,Cold,1,No,No,Yes,No,No,1,2,Yes,Yes,No,No,No,12.0,No,0,Morning,4475.0,Yes
HH_00012754,2,2,0,Own,Condo,$40k-$75k,1665.0,2,2.4,4,Poor,1,Yes,Electric,Central AC,70.0,72,Cold,2,Yes,Yes,Yes,No,No,2,2,Yes,Yes,Yes,No,No,14.0,No,0,Night,3217.0,Yes
HH_00012755,4,4,0,Own,Single Family,<$40k,1948.0,3,3.0999999999999996,9,Good,1,Yes,Other,Central AC,71.0,71,Cold,1,Yes,Yes,Yes,Yes,No,3,2,No,Yes,Yes,Yes,No,14.0,No,1,Evening,3918.0,Yes
HH_00012756,2,1,1,Rent,Condo,<$40k,1751.0,1,1.0,8,Excellent,3,Yes,Gas,None,77.0,74,Cold,1,Yes,Yes,No,Yes,No,4,5,No,No,No,No,No,14.0,No,0,Morning,2822.0,No
HH_00012757,2,2,0,Own,Apartment,$75k-$120k,1380.0,3,2.0999999999999996,8,Poor,1,Yes,Gas,Window Units,66.0,76,Mixed,1,No,Yes,No,No,No,3,4,Yes,No,No,Yes,Yes,15.0,No,1,Evening,2252.0,No
HH_00012758,4,4,0,Own,Single Family,$40k-$75k,3018.0,3,2.0999999999999996,5,Fair,2,No,Electric,Heat Pump,71.0,74,Cold,2,Yes,Yes,No,No,No,2,3,No,No,No,No,Yes,6.0,No,0,Evening,3944.0,Yes
HH_00012759,4,4,0,Own,Townhouse,<$40k,1753.0,5,3.5,12,Poor,2,Yes,Electric,Central AC,72.0,71,Hot,1,Yes,Yes,Yes,No,No,2,1,Yes,No,No,No,No,10.0,No,0,Evening,3860.0,Yes
HH_00012760,2,1,1,Rent,Single Family,$75k-$120k,1556.0,1,1.0,1,Good,2,Yes,Electric,Central AC,66.0,70,Mixed,2,No,Yes,No,No,No,1,2,No,Yes,No,No,Yes,17.0,Yes,0,Evening,2507.0,No
HH_00012761,3,2,1,Own,Single Family,$40k-$75k,,3,2.0999999999999996,1,Good,2,No,Gas,Central AC,67.0,74,Moderate,1,Yes,Yes,No,No,No,2,0,Yes,Yes,Yes,No,No,12.0,No,0,Evening,2296.0,No
HH_00012762,3,3,0,Own,Single Family,$75k-$120k,1760.0,3,3.0999999999999996,5,Good,1,No,Electric,Central AC,61.0,76,Hot,1,No,Yes,No,No,No,2,1,No,No,No,No,No,12.0,No,1,Night,3613.0,Yes
HH_00012763,3,3,0,Own,Apartment,$75k-$120k,1916.0,3,3.0999999999999996,14,Fair,2,Yes,Gas,Central AC,69.0,72,Cold,1,Yes,Yes,Yes,No,No,2,0,No,Yes,Yes,No,Yes,11.0,No,0,Evening,3265.0,Yes
HH_00012764,3,3,0,Own,Townhouse,$40k-$75k,2202.0,2,1.4,23,Excellent,1,No,Gas,Central AC,75.0,70,Cold,1,Yes,Yes,No,No,No,2,5,No,No,No,No,No,16.0,No,1,Morning,3342.0,Yes
HH_00012765,2,1,1,Own,Townhouse,$75k-$120k,1674.0,2,1.4,35,Fair,1,No,Other,None,75.0,68,Moderate,1,Yes,Yes,No,Yes,No,6,2,Yes,Yes,No,No,No,13.0,No,1,Evening,2552.0,No
HH_00012766,1,1,0,Rent,Single Family,$120k+,1103.0,2,2.4,2,Excellent,2,No,Electric,Central AC,71.0,71,Moderate,1,Yes,Yes,No,No,No,3,3,No,Yes,No,No,No,15.0,No,1,Night,2152.0,No
HH_00012767,2,2,0,Own,Single Family,$75k-$120k,1683.0,2,1.4,17,Good,2,No,Electric,None,66.0,78,Hot,1,Yes,Yes,Yes,No,No,3,2,Yes,No,No,No,No,13.0,No,0,Night,2748.0,No
HH_00012768,5,4,1,Rent,Townhouse,$75k-$120k,2529.0,6,5.0,56,Fair,2,No,Electric,Central AC,72.0,73,Hot,1,No,Yes,Yes,Yes,No,3,2,No,Yes,No,Yes,No,13.0,No,0,Evening,4794.0,Yes
HH_00012769,2,1,1,Own,Apartment,$75k-$120k,2373.0,3,2.0999999999999996,33,Good,2,No,Electric,Central AC,69.0,71,Moderate,1,Yes,Yes,No,No,No,4,2,No,Yes,No,No,No,13.0,No,1,Evening,3204.0,Yes
HH_00012770,2,2,0,Own,Condo,$120k+,,1,1.7,21,Fair,1,No,Gas,Central AC,69.0,77,Cold,2,Yes,Yes,No,No,No,3,2,No,No,Yes,No,Yes,14.0,No,1,Afternoon,3204.0,Yes
HH_00012771,2,2,0,Own,Apartment,$75k-$120k,1833.0,1,1.7,43,Good,2,Yes,Electric,Window Units,72.0,75,Moderate,1,Yes,Yes,No,No,No,4,2,Yes,No,Yes,No,No,24.0,Yes,0,Morning,2695.0,No
HH_00012772,3,3,0,Own,Single Family,$40k-$75k,1806.0,3,3.0999999999999996,11,Good,2,No,Electric,Window Units,72.0,73,Mixed,2,Yes,Yes,No,No,No,2,0,No,No,Yes,No,No,11.0,No,1,Night,2758.0,No
HH_00012773,3,2,1,Own,Townhouse,$40k-$75k,2128.0,2,2.4,13,Good,1,No,Other,Central AC,65.0,79,Mixed,1,Yes,Yes,No,No,No,4,3,No,No,No,Yes,No,19.0,No,0,Evening,2446.0,No
HH_00012774,4,3,1,Rent,Single Family,<$40k,2269.0,4,2.8,61,Good,2,No,Gas,Central AC,69.0,80,Cold,1,Yes,Yes,No,No,No,1,1,No,Yes,Yes,No,No,12.0,No,2,Afternoon,3924.0,Yes
HH_00012775,3,3,0,Own,Single Family,$75k-$120k,2305.0,3,2.0999999999999996,7,Poor,1,No,Other,Central AC,69.0,75,Cold,1,Yes,Yes,Yes,No,Yes,3,3,No,No,No,No,No,15.0,Yes,0,Morning,3774.0,Yes
HH_00012776,6,6,0,Rent,Single Family,$75k-$120k,2977.0,6,5.0,3,Good,3,Yes,Oil,Central AC,67.0,71,Mixed,1,Yes,Yes,Yes,Yes,No,1,1,No,Yes,No,No,No,18.0,No,1,Morning,4604.0,Yes
HH_00012777,1,1,0,Own,Single Family,$75k-$120k,1274.0,1,1.7,76,Fair,2,Yes,Electric,Central AC,68.0,71,Moderate,1,No,Yes,Yes,No,No,2,1,No,Yes,Yes,No,No,9.0,No,0,Night,2519.0,No
HH_00012778,2,2,0,Rent,Townhouse,$40k-$75k,1987.0,2,1.4,21,Fair,2,No,Electric,Central AC,69.0,74,Hot,1,Yes,Yes,No,Yes,No,1,2,Yes,Yes,No,No,No,14.0,Yes,0,Evening,4154.0,Yes
HH_00012779,3,3,0,Rent,Single Family,<$40k,2113.0,2,2.4,3,Fair,2,No,Heat Pump,None,68.0,69,Mixed,2,Yes,Yes,Yes,No,No,3,2,No,Yes,Yes,No,Yes,13.0,No,2,Morning,3084.0,Yes
HH_00012780,2,2,0,Own,Townhouse,$75k-$120k,1656.0,2,1.4,18,Poor,2,No,Electric,None,71.0,74,Mixed,1,Yes,Yes,Yes,No,No,3,2,No,No,Yes,No,No,12.0,No,0,Evening,2786.0,No
HH_00012781,1,1,0,Own,Single Family,<$40k,1255.0,1,1.7,12,Fair,2,Yes,Gas,Central AC,71.0,70,Hot,1,Yes,Yes,Yes,No,No,5,4,No,Yes,No,No,No,12.0,Yes,1,Evening,2677.0,No
